genus,age,latitude
noetia,Modern,29.202858
noetia,Modern,29.277745
noetia,Modern,29.229216
noetia,Modern,29.549884
noetia,Modern,29.671976
noetia,Modern,32.805912
noetia,Modern,32.01585
noetia,Modern,26.087639
noetia,Modern,33.486115
noetia,Modern,26.436234
noetia,Modern,28.376394
noetia,Modern,36.380288
noetia,Modern,27.247125
noetia,Modern,28.141744
noetia,Modern,26.870533
noetia,Modern,26.608617
noetia,Modern,29.826703
noetia,Modern,28.32
noetia,Modern,29.772059
noetia,Modern,28.68552
noetia,Modern,26.527578
noetia,Modern,26.207092
noetia,Modern,29.719666
noetia,Modern,28.134754
noetia,Modern,35.715308
noetia,Modern,34.417217
noetia,Modern,33.913917
noetia,Modern,26.488328
noetia,Modern,29.90793
noetia,Modern,28.673158
noetia,Modern,29.908037
noetia,Modern,27.101945
noetia,Modern,25.90104
noetia,Modern,29.163739
noetia,Modern,33.349997
noetia,Modern,32.78476
noetia,Modern,33.514562
noetia,Modern,26.436551
noetia,Modern,26.482458
noetia,Modern,35.225117
noetia,Modern,33.913145
noetia,Modern,26.608672
noetia,Modern,34.647699
noetia,Modern,27.265423
noetia,Modern,29.913397
noetia,Modern,32.800817
noetia,Modern,26.482722
noetia,Modern,33.706852
noetia,Modern,29.033615
noetia,Modern,26.098313
noetia,Modern,29.713598
noetia,Modern,35.346908
noetia,Modern,33.804812
noetia,Modern,29.616215
noetia,Modern,33.826839
noetia,Modern,29.914791
noetia,Modern,33.350013
noetia,Modern,35.712547
noetia,Modern,35.250537
noetia,Modern,25.811723
noetia,Modern,26.48704
noetia,Modern,25.809658
noetia,Modern,28.717295
noetia,Modern,26.458647
noetia,Modern,28.719922
noetia,Modern,26.424165
noetia,Modern,29.672144
noetia,Modern,26.611662
noetia,Modern,34.679408
noetia,Modern,27.790241
noetia,Modern,26.331762
noetia,Modern,27.265423
noetia,Modern,33.913155
noetia,Modern,26.527578
noetia,Modern,25.818082
noetia,Modern,35.766417
noetia,Modern,29.004687
noetia,Modern,28.911139
noetia,Modern,33.808535
noetia,Modern,28.899062
noetia,Modern,32.562966
noetia,Modern,35.715581
noetia,Modern,26.436352
noetia,Modern,33.514562
noetia,Modern,33.350017
noetia,Modern,26.437822
noetia,Modern,26.482122
noetia,Modern,26.06377
noetia,Modern,28.26663
noetia,Modern,26.020601
noetia,Modern,29.630538
noetia,Modern,26.437921
noetia,Modern,29.028697
noetia,Modern,30.040236
noetia,Modern,26.436214
noetia,Modern,34.647518
noetia,Modern,26.480155
noetia,Modern,27.697256
noetia,Modern,33.721432
noetia,Modern,35.828547
noetia,Modern,28.677044
noetia,Modern,27.275588
noetia,Modern,26.436189
noetia,Modern,30.381272
noetia,Modern,26.435969
noetia,Modern,35.714855
noetia,Modern,28.899062
noetia,Modern,28.813532
noetia,Modern,30.285797
noetia,Modern,28.388288
noetia,Modern,27.266555
noetia,Modern,35.210788
noetia,Modern,32.809356
noetia,Modern,33.759613
noetia,Modern,35.223633
noetia,Modern,35.339469
noetia,Modern,26.436966
noetia,Modern,26.441913
noetia,Modern,26.436061
noetia,Modern,33.959648
noetia,Modern,26.436557
noetia,Modern,33.695422
noetia,Modern,29.549884
noetia,Modern,29.882289
noetia,Modern,35.717072
noetia,Modern,28.720255
noetia,Modern,27.708978
noetia,Modern,26.489237
noetia,Modern,33.647711
noetia,Modern,38.234142
noetia,Modern,29.911705
noetia,Modern,25.937258
noetia,Modern,29.844639
noetia,Modern,26.44193
noetia,Modern,34.656192
noetia,Modern,33.826839
noetia,Modern,33.898312
noetia,Modern,36.133527
noetia,Modern,29.715208
noetia,Modern,26.444538
noetia,Modern,29.664115
noetia,Modern,29.227658
noetia,Modern,26.435819
noetia,Modern,26.43672
noetia,Modern,35.14666
noetia,Modern,28.911139
noetia,Modern,26.412307
noetia,Modern,29.909863
noetia,Modern,29.592147
noetia,Modern,33.732305
noetia,Modern,29.789513
noetia,Modern,26.435749
noetia,Modern,26.436128
noetia,Modern,28.680883
noetia,Modern,29.725613
noetia,Modern,29.853141
noetia,Modern,29.662514
noetia,Modern,27.473709
noetia,Modern,26.60905
noetia,Modern,30.287803
noetia,Modern,35.717613
noetia,Modern,33.913803
noetia,Modern,26.432892
noetia,Modern,27.723566
noetia,Modern,35.82563
noetia,Modern,29.232858
noetia,Modern,35.115925
noetia,Modern,26.021207
noetia,Modern,27.092342
noetia,Modern,26.351472
noetia,Modern,28.68507
noetia,Modern,29.040595
noetia,Modern,26.436968
noetia,Modern,30.457272
noetia,Modern,28.023026
noetia,Modern,28.910111
noetia,Modern,33.350067
noetia,Modern,28.910425
noetia,Modern,26.48844
noetia,Modern,27.709045
noetia,Modern,35.716967
noetia,Modern,29.766919
noetia,Modern,29.727332
noetia,Modern,26.521021
noetia,Modern,26.896416
noetia,Modern,35.469167
